Authors,Title,Year,Cited by,Link,Funding Details,Publication Stage
"Lazzeri N., Mazzei D., Cominelli L., Cisternino A., De Rossi D.E.","Designing the mind of a social robot",2018,13,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042288683&doi=10.3390%2fapp8020302&partnerID=40&md5=f591b4833f67b0a59b4a1bda155206f2","European Commission","Final"
"Samat A., Gamba P., Liu S., Du P., Abuduwaili J.","Jointly Informative and Manifold Structure Representative Sampling Based Active Learning for Remote Sensing Image Classification",2016,13,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981295492&doi=10.1109%2fTGRS.2016.2591066&partnerID=40&md5=a000897625a777c2834b4a556c99d491","National Natural Science Foundation of China

Fondazione Cariplo

Natural Science Foundation of Jiangsu Province

Università degli Studi di Pavia

Science and Technology Department of Xinjiang Uyghur Autonomous Region","Final"
"Ferreira A.M., Pernici B.","Managing the complex data center environment: an Integrated Energy-aware Framework",2016,13,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901577547&doi=10.1007%2fs00607-014-0405-x&partnerID=40&md5=9428bbc8dafbaa597ed8f1cafbb142fd","Seventh Framework Programme","Final"
"Brandenburger J., Colla V., Nastasi G., Ferro F., Schirm C., Melcher J.","Big Data Solution for Quality Monitoring and Improvement on Flat Steel Production",2016,13,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995578384&doi=10.1016%2fj.ifacol.2016.10.096&partnerID=40&md5=7589fc7ef1e1d96f1518098d3b541679","Research Fund for Coal and Steel","Final"
"Gastaldo P., Pinna L., Seminara L., Valle M., Zunino R.","Computational intelligence techniques for tactile sensing systems",2014,13,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902988710&doi=10.3390%2fs140610952&partnerID=40&md5=8c3537be849936cfc8b473da7dc13617","Seventh Framework Programme","Final"
"Durante F., Fernández Sánchez J., Úbeda Flores M.","Bivariate copulas generated by perturbations",2013,13,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880925032&doi=10.1016%2fj.fss.2012.08.008&partnerID=40&md5=f38fef2e441c044db764a921ea442c64","Ministerio de Ciencia e Innovación

European Regional Development Fund

Libera Università di Bolzano","Final"
"Cincotti S., Sornette D., Treleaven P., Battiston S., Caldarelli G., Hommes C., Kirman A.","An economic and financial exploratory",2012,13,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870914311&doi=10.1140%2fepjst%2fe2012-01699-6&partnerID=40&md5=49da04777b253d9b0374eb0788a1818d","Seventh Framework Programme","Final"
"D'Isanto A., Cavuoti S., Gieseke F., Polsterer K.L.","Return of the features efficient feature selection and interpretation for photometric redshifts",2018,12,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050397083&doi=10.1051%2f0004-6361%2f201833103&partnerID=40&md5=ffaf39c8a3fd08bc45d4256b5863a744","National Science Foundation

U.S. Department of Energy

National Aeronautics and Space Administration

Alfred P. Sloan Foundation

California Institute of Technology

Higher Education Funding Council for England

Max-Planck-Gesellschaft

Klaus Tschira Stiftung","Final"
"Mazzolai B.","Plant-inspired growing robots",2017,12,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006349030&doi=10.1007%2f978-3-319-46460-2_8&partnerID=40&md5=085875724a45690252730dafa6821d5e","H2020 Future and Emerging Technologies

Seventh Framework Programme","Final"
"Wanner L., Rospocher M., Vrochidis S., Johansson L., Bouayad-Agha N., Casamayor G., Karppinen A., Kompatsiaris I., Mille S., Moumtzidou A., Serafini L.","Ontology-centered environmental information delivery for personalized decision support",2015,12,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939947866&doi=10.1016%2fj.eswa.2015.02.048&partnerID=40&md5=46c8b2d38cdcea6d4b53ee76011b4650","European Commission","Final"
"Lanzola G., Ginardi M.G., Mazzanti A., Quaglini S.","Gquest: Modeling patient questionnaires and administering them through a mobile platform application",2014,12,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907990075&doi=10.1016%2fj.cmpb.2014.07.010&partnerID=40&md5=971dca150cb1412c028b7f3592dc81ba","Vodafone Foundation

European Commission","Final"
"Andreatta G., Capanna L., De Giovanni L., Monaci M., Righi L.","Efficiency and robustness in a support platform for intelligent airport ground handling",2014,12,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84993692620&doi=10.1080%2f15472450.2013.802160&partnerID=40&md5=8bdd69252be1b2fdb6b2e69268bb0e0e","Seventh Framework Programme

European Commission

Ministero dell’Istruzione, dell’Università e della Ricerca","Final"
"Hazelhurst S., Lipták Z.","KABOOM! A new suffix array based algorithm for clustering expression data",2011,12,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-83355177241&doi=10.1093%2fbioinformatics%2fbtr560&partnerID=40&md5=683aeb8ce1402152d2178f7ab19380fe","Seventh Framework Programme

National Research Foundation","Final"
"Tistarelli M., Schouten B.","Biometrics in ambient intelligence",2011,12,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955823836&doi=10.1007%2fs12652-010-0033-z&partnerID=40&md5=f1161d2060a50cafcb873e1a72283d25","European Commission","Final"
"Arena P., De Fiore S., Fortuna L., Patań L.","Perception-action map learning in controlled multiscroll systems applied to robot navigation",2008,12,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-58149330744&doi=10.1063%2f1.3005783&partnerID=40&md5=8c55f8829ea4f08ea97717a2735bb084","European Commission","Final"
"Ntoutsi E., Fafalios P., Gadiraju U., Iosifidis V., Nejdl W., Vidal M.-E., Ruggieri S., Turini F., Papadopoulos S., Krasanakis E., Kompatsiaris I., Kinder-Kurlanda K., Wagner C., Karimi F., Fernandez M., Alani H., Berendt B., Kruegel T., Heinze C., Broelemann K., Kasneci G., Tiropanis T., Staab S.","Bias in data-driven artificial intelligence systems—An introductory survey",2020,11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078894838&doi=10.1002%2fwidm.1356&partnerID=40&md5=f56beb887eea8a90beedb2f5aa428c10","Horizon 2020 Framework Programme

Horizon 2020","Final"
"Pace P., Fortino G., Zhang Y., Liotta A.","Intelligence at the Edge of Complex Networks: The Case of Cognitive Transmission Power Control",2019,11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068716187&doi=10.1109%2fMWC.2019.1800354&partnerID=40&md5=06b59fb0d15f121a8a788c220df75373","Zhongnan University of Economics and Law

National Natural Science Foundation of China

Fundamental Research Funds for the Central Universities","Final"
"Niewiadomski R., Kolykhalova K., Piana S., Alborno P., Volpe G., Camurri A.","Analysis of movement quality in full-body physical activities",2019,11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055319523&doi=10.1145%2f3132369&partnerID=40&md5=fadd3a30b8d64fb49f6c02920de83927","Horizon 2020 Framework Programme

European Commission

Horizon 2020","Final"
"Enayati N., Ferrigno G., De Momi E.","Skill-based human–robot cooperation in tele-operated path tracking",2018,11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033374853&doi=10.1007%2fs10514-017-9675-4&partnerID=40&md5=34171e2061603e0e9b92d6f8fdae41b6","Horizon 2020 Framework Programme","Final"
"Cimatti A., Do M., Micheli A., Roveri M., Smith D.E.","Strong temporal planning with uncontrollable durations",2018,11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036477809&doi=10.1016%2fj.artint.2017.11.006&partnerID=40&md5=ae327bfbf49bf21985a11a17d9b5dd5b","National Aeronautics and Space Administration

Australian Society of Orthodontists

European Institute of Innovation and Technology","Final"
"Antonini M., Vecchio M., Antonelli F., Ducange P., Perera C.","Smart audio sensors in the internet of things edge for anomaly detection",2018,11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055720811&doi=10.1109%2fACCESS.2018.2877523&partnerID=40&md5=27b971f3e5a0cea8013fe03c62a40700","Horizon 2020 Framework Programme","Final"
"Colavolpe G., Foggi T., Ugolini A., Lizarraga J., Cioni S., Ginesi A.","A highly efficient receiver for satellite-based automatic identification system signal detection",2016,11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954475959&doi=10.1002%2fsat.1095&partnerID=40&md5=f53ab93531ff3b63cb2fe81e6362dbf6","Horizon 2020 Framework Programme","Final"
"Reina A., Dorigo M., Trianni V.","Towards a cognitive design pattern for collective decision-making",2014,11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921801096&doi=10.1007%2f978-3-319-09952-1_17&partnerID=40&md5=53ba6a688aa67b80c1122c699466329f","Seventh Framework Programme","Final"
"Durante F., Fernández-Sánchez J., Quesada-Molina J.J.","On the α-migrativity of multivariate semi-copulas",2012,11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84155165359&doi=10.1016%2fj.ins.2011.10.026&partnerID=40&md5=5ccffc6569556fdff06d3408911977f1","Ministerio de Ciencia e Innovación

Fondo Nacional de Ciencia Tecnología e Innovación

European Regional Development Fund

Libera Università di Bolzano

Consejería de Conocimiento, Investigación y Universidad, Junta de Andalucía","Final"
"Fornasiero R., Zangiacomi A., Sorlini M.","A cost evaluation approach for trucks maintenance planning",2012,11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856515942&doi=10.1080%2f09537287.2011.591641&partnerID=40&md5=3b836cfd2ab4a7f741bab0f01e47e22a","European Commission","Final"
"Fresia M., Lavagetto F.","Determination of optimal distortion-based protection in progressive image transmission: A heuristic approach",2008,11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-50549099839&doi=10.1109%2fTIP.2008.2001390&partnerID=40&md5=4b396e418ee25d2ebb0ea25075b774dd","National Science Foundation","Final"
"Crosta G.F., Urani C., Fumarola L.","Classifying structural alterations of the cytoskeleton by spectrum enhancement and descriptor fusion",2006,11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746418115&doi=10.1117%2f1.2187423&partnerID=40&md5=fc5dbb74bdc6d5dc983003eddf670894","European Commission

Università degli Studi di Milano-Bicocca","Final"
"Sossai C., Bison P., Chemello G., Trainito G.","Sensor fusion for localization using possibility theory",1999,11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032631905&doi=10.1016%2fS0967-0661%2899%2900027-1&partnerID=40&md5=d1bceddeed1a907584a726ec8ee18236","European Commission","Final"
"Azzimonti D., Rottondi C., Tornatore M.","Reducing probes for quality of transmission estimation in optical networks with active learning",2020,10,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073501044&doi=10.1364%2fJOCN.12.000A38&partnerID=40&md5=b7f7fc5efdf37bda6d3bd0395663fa8a","National Science Foundation

Horizon 2020 Framework Programme","Final"
"Vitanza A., Rossetti P., Mondada F., Trianni V.","Robot swarms as an educational tool: The Thymio’s way",2019,10,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060995828&doi=10.1177%2f1729881418825186&partnerID=40&md5=55b14b27bc6fb7f820b46203ef2d75f7","FP7 People: Marie-Curie Actions

Seventh Framework Programme","Final"
"Dal Ferro N., Quinn C., Morari F.","A Bayesian belief network framework to predict SOC dynamics of alternative management scenarios",2018,10,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042919450&doi=10.1016%2fj.still.2018.01.002&partnerID=40&md5=1ad73ad8f6c0c3b3b62f506bc3a6cac7","Seventh Framework Programme

Seventh Framework Programme","Final"
"Sarigiannis D.Α., Papadaki K., Kontoroupis P., Karakitsios S.P.","Development of QSARs for parameterizing Physiology Based ToxicoKinetic models",2017,10,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019735972&doi=10.1016%2fj.fct.2017.05.029&partnerID=40&md5=76ba0abae4f5f050519cbed7c42ac88a","European Chemical Industry Council

European Commission","Final"
"Sorgente R., Tedesco C., Pessini F., De Dominicis M., Gerin R., Olita A., Fazioli L., Di Maio A., Ribotti A.","Forecast of drifter trajectories using a Rapid Environmental Assessment based on CTD observations",2016,10,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994805505&doi=10.1016%2fj.dsr2.2016.06.020&partnerID=40&md5=add0b943432170aa3b0e33f8e25035d6","Horizon 2020 Framework Programme

Seventh Framework Programme

Natural Environment Research Council

Ministero dell’Istruzione, dell’Università e della Ricerca

European Regional Development Fund","Final"
"Buonamente M., Dindo H., Johnsson M.","Hierarchies of Self-Organizing Maps for action recognition",2016,10,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960503556&doi=10.1016%2fj.cogsys.2015.12.009&partnerID=40&md5=93c08e0fe9e59a119573c237072c4e58","Seventh Framework Programme","Final"
"Cerulo L., Tagliaferri D., Marotta P., Zoppoli P., Russo F., Mazio C., DeFelice M., Ceccarelli M., Falco G.","Identification of a novel gene signature of ES cells self-renewal fluctuation through system-wide analysis",2014,10,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894707853&doi=10.1371%2fjournal.pone.0083235&partnerID=40&md5=8f06e083d3e83b17568e81ad736f80cb","Seventh Framework Programme","Final"
"Sundstrom A., Cirrone S., Paxia S., Hsueh C., Kjolby R., Gimzewski J.K., Reed J., Mishra B.","Image analysis and length estimation of biomolecules using AFM",2012,10,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870947621&doi=10.1109%2fTITB.2012.2206819&partnerID=40&md5=be248789768842420de84ef300ebc5df","National Science Foundation

National Institutes of Health

National Human Genome Research Institute

National Institute of General Medical Sciences","Final"
"Fan L., Boni E., Tortoli P., Evans D.H.","Multigate transcranial Doppler ultrasound system with real-time embolic signal identification and archival",2006,10,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33845622547&doi=10.1109%2fTUFFC.2006.117&partnerID=40&md5=ebcd2bc6f30035b7dc537dd1167bcfad","European Commission","Final"
"Segre A.M., Forman S., Resta G., Wildenberg A.","Nagging: A scalable fault-tolerant paradigm for distributed search",2002,10,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036723620&doi=10.1016%2fS0004-3702%2802%2900228-X&partnerID=40&md5=6d28dda5f772474a59174428d81039cb","National Science Foundation

Office of Naval Research

University of Iowa

Consiglio Nazionale delle Ricerche","Final"
"Bega D., Gramaglia M., Fiore M., Banchs A., Costa-Perez X.","DeepCog: Optimizing Resource Provisioning in Network Slicing with AI-Based Capacity Forecasting",2020,9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076744757&doi=10.1109%2fJSAC.2019.2959245&partnerID=40&md5=95e6a10c8fb6a019329803cebbc86494","Horizon 2020 Framework Programme

Agence Nationale de la Recherche

Instituto de Salud Carlos III","Final"
"Sun Z., Pedretti G., Bricalli A., Ielmini D.","One-step regression and classification with cross-point resistive memory arrays",2020,9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078896265&doi=10.1126%2fsciadv.aay2378&partnerID=40&md5=9f0c80a21b3bc32ccd0fc43dcc5d7750","Horizon 2020 Framework Programme

European Research Council

Politecnico di Milano","Final"
"Pizzol L., Hristozov D., Zabeo A., Basei G., Wohlleben W., Koivisto A.J., Jensen K.A., Fransman W., Stone V., Marcomini A.","SUNDS probabilistic human health risk assessment methodology and its application to organic pigment used in the automotive industry",2019,9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058641247&doi=10.1016%2fj.impact.2018.12.001&partnerID=40&md5=91d7b72e46e71e4decd9a1b0b81c222f","Seventh Framework Programme

European Commission

Seventh Framework Programme","Final"
"Besold T.R., Hedblom M.M., Kutz O.","A narrative in three acts: Using combinations of image schemas to model events",2017,9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009284719&doi=10.1016%2fj.bica.2016.11.001&partnerID=40&md5=38372ab59b45dd5456260431147ba6f9","Seventh Framework Programme","Final"
"Borrotti M., Minervini G., De Lucrezia D., Poli I.","Naïve Bayes ant colony optimization for designing high dimensional experiments",2016,9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984695671&doi=10.1016%2fj.asoc.2016.08.018&partnerID=40&md5=781c45b19fac144b8d6301ccf5bfa816","European Commission","Final"
"Gentili P.L., Rightler A.L., Heron B.M., Gabbutt C.D.","Discriminating between the UV-A, UV-B and UV-C regions by novel Biologically Inspired Photochromic Fuzzy Logic (BIPFUL) systems: A detailed comparative study",2016,9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961233448&doi=10.1016%2fj.dyepig.2016.02.034&partnerID=40&md5=a541d8f2f26f2baca47d58d76798c044","National Science Foundation

American Chemical Society

Università degli Studi di Perugia","Final"
"Guzzetta G., Jurman G., Furlanello C.","A machine learning pipeline for quantitative phenotype prediction from genotype data",2010,9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78049468247&doi=10.1186%2f1471-2105-11-S8-S3&partnerID=40&md5=71cadeb0fcb973a267e9632027c20bbd","Seventh Framework Programme","Final"
"Rodríguez C., Daniel F., Casati F., Cappiello C.","Toward uncertain business intelligence: The case of key indicators",2010,9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954342321&doi=10.1109%2fMIC.2010.59&partnerID=40&md5=f1118e9dfeffb6498075f17579a2e0c5","Seventh Framework Programme","Final"
"Mori A.R.","Coding systems and controlled vocabularies for hospital information systems",1995,9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028924247&doi=10.1016%2f0020-7101%2894%2901085-F&partnerID=40&md5=e8ae7c1fffe3daaab1008bac3f6489e3","European Commission","Final"
"Proto A.R., Sperandio G., Costa C., Maesano M., Antonucci F., Macrì G., Mugnozza G.S., Zimbalatti G.","A three-step neural network artificial intelligence modeling approach for time, productivity and costs prediction: A case study in Italian forestry",2020,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079529283&doi=10.5552%2fcrojfe.2020.611&partnerID=40&md5=8a5771d48dd65f08ed131e9c8a98c29f","Canadian Association of Palynologists

Ministero dell’Istruzione, dell’Università e della Ricerca

Ministero delle Politiche Agricole Alimentari e Forestali

European Regional Development Fund","Final"
"Borgogno O., Colangelo G.","Data sharing and interoperability: Fostering innovation and competition through APIs",2019,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063874087&doi=10.1016%2fj.clsr.2019.03.008&partnerID=40&md5=1cc2844fa75a50fe22ecfa4ed37af70b",,"Final"
"Martino L., Casarin R., Leisen F., Luengo D.","Adaptive independent sticky MCMC algorithms",2018,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040464639&doi=10.1186%2fs13634-017-0524-6&partnerID=40&md5=f4ca3fe2f14d18462d31663f7ba7d5ae","Seventh Framework Programme

European Commission

Ministerio de Economía y Competitividad

Ministero dell’Istruzione, dell’Università e della Ricerca

Seventh Framework Programme","Final"
"Siudek M., Małek K., Pollo A., Krakowski T., Iovino A., Scodeggio M., Moutard T., Zamorani G., Guzzo L., Garilli B., Granett B.R., Bolzonella M., De La Torre S., Abbas U., Adami C., Bottini D., Cappi A., Cucciati O., Davidzon I., Franzetti P., Fritz A., Krywult J., Le Brun V., Le Fèvre O., MacCagni D., Marulli F., Polletta M., Tasca L.A.M., Tojeiro R., Vergani D., Zanichelli A., Arnouts S., Bel J., Branchini E., Coupon J., De Lucia G., Ilbert O., Haines C.P., Moscardini L., Takeuchi T.T.","The VIMOS Public Extragalactic Redshift Survey (VIPERS): The complexity of galaxy populations at 0.4 < z < 1.3 revealed with unsupervised machine-learning algorithms",2018,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054038119&doi=10.1051%2f0004-6361%2f201832784&partnerID=40&md5=e9d8a22e1f2f01607d9b0e72ebf752e3","Seventh Framework Programme

European Research Council

Narodowe Centrum Nauki","Final"
"Rosales C., Spinelli F., Gabiccini M., Zito C., Wyatt J.L.","GPAtlasRRT: A Local Tactile Exploration Planner for Recovering the Shape of Novel Objects",2018,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042752814&doi=10.1142%2fS0219843618500147&partnerID=40&md5=5d7f9a27a2d8f3837a28287acf3674c0","Seventh Framework Programme","Final"
"Nakawala H., Ferrigno G., De Momi E.","Development of an intelligent surgical training system for Thoracentesis",2018,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035010472&doi=10.1016%2fj.artmed.2017.10.004&partnerID=40&md5=37950a07b1bd9cc27f5383fc53453e74","Horizon 2020 Framework Programme","Final"
"Qi Y., Wu J., Zhang Z., Liu L., Yu W., Orlandi A., Fan J., Yang Z.","Objective Total Isotropic Sensitivity Measurement",2017,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020379968&doi=10.1109%2fTEMC.2017.2707641&partnerID=40&md5=067971d6b1fe1ae6c50d185b51a7a64c","National Science Foundation","Final"
"Bühnemann C., Li S., Yu H., White H.B., Schäfer K.L., Llombart-Bosch A., Machado I., Picci P., Hogendoorn P.C.W., Athanasou N.A., Noble J.A., Hassan A.B.","Quantification of the heterogeneity of prognostic cellular biomarkers in ewing sarcoma using automated image and random survival forest analysis",2014,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907190330&doi=10.1371%2fjournal.pone.0107105&partnerID=40&md5=ba3eb27707ffbcd581c3cbfc87b2e498","Seventh Framework Programme","Final"
"Dagnino A., Viarengo A.","Development of a decision support system to manage contamination in marine ecosystems",2014,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880987636&doi=10.1016%2fj.scitotenv.2013.06.084&partnerID=40&md5=d440d516c4ba3e3be217e94bf35de729","Seventh Framework Programme

Seventh Framework Programme","Final"
"Marti P., Stienstra J.T.","Exploring empathy in interaction",2013,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878077668&doi=10.1024%2f1662-9647%2fa000086&partnerID=40&md5=04eaf2c2366840c62b814604dde902a5","Seventh Framework Programme","Final"
"Villa A., Taurino T., Ukovich W.","Supporting collaboration in European Industrial Districts: The CODESNET approach",2012,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870909617&doi=10.1007%2fs10845-011-0516-6&partnerID=40&md5=667c2ec5827a0881736950365c3f7166","European Commission","Final"
"Arena P., De Fiore S., Patané L.","Cellular Nonlinear Networks for the emergence of perceptual states: Application to robot navigation control",2009,8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-68149132482&doi=10.1016%2fj.neunet.2009.06.024&partnerID=40&md5=6356ab7cf0daebdd777bcd571d3265b6","European Commission","Final"
"Chao H., Fang X., Zhang J., Homayounieh F., Arru C.D., Digumarthy S.R., Babaei R., Mobin H.K., Mohseni I., Saba L., Carriero A., Falaschi Z., Pasche A., Wang G., Kalra M.K., Yan P.","Integrative analysis for COVID-19 patient outcome prediction",2021,7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092926237&doi=10.1016%2fj.media.2020.101844&partnerID=40&md5=01e03b35e74b97f044f832a5d8f149df","National Heart, Lung, and Blood Institute

National Institute of Biomedical Imaging and Bioengineering","Final"
"Calegari R., Ciatto G., Denti E., Omicini A.","Logic-based technologies for intelligent systems: State of the art and perspectives",2020,7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082507008&doi=10.3390%2finfo11030167&partnerID=40&md5=0ffb460d3221ebc31ae6a7314023a412","Horizon 2020 Framework Programme

European Research Council","Final"
"Sinisi S., Alimguzhin V., Mancini T., Tronci E., Mari F., Leeners B.","Optimal Personalised Treatment Computation through in Silico Clinical Trials on Patient Digital Twins",2020,7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093362193&doi=10.3233%2fFI-2020-1943&partnerID=40&md5=0ac9d61110ddd6487d3b450e8cf71c3a","Istituto Nazionale di Alta Matematica ""Francesco Severi""

Ministero dell’Istruzione, dell’Università e della Ricerca

Seventh Framework Programme","Final"
"Muñoz-Martín I., Bianchi S., Pedretti G., Melnic O., Ambrogio S., Ielmini D.","Unsupervised Learning to Overcome Catastrophic Forgetting in Neural Networks",2019,7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067133984&doi=10.1109%2fJXCDC.2019.2911135&partnerID=40&md5=3bd44886bd2a58879dcf34abbbab614c","Intel Corporation

EDS

Horizon 2020 Framework Programme

European Research Council

Horizon 2020","Final"
"Li J., Li Z., Chen F., Bicchi A., Sun Y., Fukuda T.","Combined Sensing, Cognition, Learning, and Control for Developing Future Neuro-Robotics Systems: A Survey",2019,7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061251210&doi=10.1109%2fTCDS.2019.2897618&partnerID=40&md5=3196c10a937e65e87c771ea0862b0dcd","National Natural Science Foundation of China

Anhui Science and Technology Department

National Basic Research Program of China (973 Program)

Guangzhou Research Collaborative Innovation Projects

Science and Technology Planning Project of Guangdong Province","Final"
"Foglietta C., Masucci D., Palazzo C., Santini R., Panzieri S., Rosa L., Cruz T., Lev L.","From detecting cyber-attacks to mitigating risk within a hybrid environment",2019,7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046334490&doi=10.1109%2fJSYST.2018.2824252&partnerID=40&md5=5c3d82d9336dea518c0d5d6c2f938048","Horizon 2020 Framework Programme","Final"
"Carnieletto L., Badenes B., Belliardi M., Bernardi A., Graci S., Emmi G., Urchueguía J.F., Zarrella A., DI Bella A., Dalla Santa G., Galgaro A., Mezzasalma G., De Carli M.","A European database of building energy profiles to support the design of ground source heat pumps",2019,7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068438465&doi=10.3390%2fen12132496&partnerID=40&md5=26f7032b72a8397f99dcf597eafb766b","Horizon 2020 Framework Programme","Final"
"Rongala U.B., Spanne A., Mazzoni A., Bengtsson F., Oddo C.M., Jörntell H.","Intracellular dynamics in cuneate nucleus neurons support self-stabilizing learning of generalizable tactile representations",2018,7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053302252&doi=10.3389%2ffncel.2018.00210&partnerID=40&md5=d4a718ffe07f2aca7337afa840fe7094","H2020 Future and Emerging Technologies

Seventh Framework Programme

Vetenskapsrådet

Erzincan Üniversitesi","Final"
"Thaler S., Brocca L., Ciabatta L., Eitzinger J., Hahn S., Wagner W.","Effects of different spatial precipitation input data on crop model outputs under a central European climate",2018,7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054931375&doi=10.3390%2fatmos9080290&partnerID=40&md5=6d516fbafdefb5b9d2f3e0ab8763837f","Horizon 2020 Framework Programme","Final"
"Gavish Y., O'Connell J., Marsh C.J., Tarantino C., Blonda P., Tomaselli V., Kunin W.E.","Comparing the performance of flat and hierarchical Habitat/Land-Cover classification models in a NATURA 2000 site",2018,7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037523892&doi=10.1016%2fj.isprsjprs.2017.12.002&partnerID=40&md5=cc1a207a054fb0e9b3ac26fce58bd4d5","Seventh Framework Programme

European Commission","Final"
"Altarelli F., Braunstein A., Dall'Asta L., De Bacco C., Franz S.","The edge-disjoint path problem on random graphs by message-passing",2015,7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957575197&doi=10.1371%2fjournal.pone.0145222&partnerID=40&md5=098e3e6768b4ebb1139360114436b40b","National Science Foundation

Seventh Framework Programme

European Research Council

Seventh Framework Programme","Final"
"Tzallas A.T., Katertsidis N.S., Karvounis E.C., Tsipouras M.G., Rigas G., Goletsis Y., Zielinski K., Fresiello L., Molfetta A.D., Ferrari G., Terrovitis J.V., Trivella M.G., Fotiadis D.I.","Modeling and simulation of speed selection on left ventricular assist devices",2014,7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901841698&doi=10.1016%2fj.compbiomed.2014.04.013&partnerID=40&md5=cff07fba9578ea6995584f0f83b28d27","Seventh Framework Programme

European Commission","Final"
"de Amicis R., Conti G., Piffer S., Prandi F.","Service oriented computing for Ambient Intelligence to support management of transport infrastructures",2011,7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79961040965&doi=10.1007%2fs12652-011-0057-z&partnerID=40&md5=7c2fd0f6a92d8185ff8de61b4a6f7a22","Seventh Framework Programme","Final"
