Authors,Title,Year,Cited by,Link,Funding Details,Publication Stage
"Garcia-DIas R., Prieto C.A., Almeida J.S., Ordovás-Pascual I.","Machine learning in APOGEE: Unsupervised spectral classification with K-means",2018,3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047225059&doi=10.1051%2f0004-6361%2f201732134&partnerID=40&md5=aa64e30383d28acb213ec7bf566b33b6","National Science Foundation

Alfred P. Sloan Foundation

Conselho Nacional de Desenvolvimento Científico e Tecnológico","Final"
"Gómez-García E., Azevedo J.C., Pérez-Rodríguez F.","A compiled project and open-source code to generate web-based forest modelling simulators",2018,3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042192826&doi=10.1016%2fj.compag.2018.02.010&partnerID=40&md5=990ea9d4b4e2428f7a42dc8978c0a365","Seventh Framework Programme

Instituto Nacional de Investigacion Agropecuaria, Uruguay

Xunta de Galicia","Final"
"Chamoso P., De Paz J.F., Bajo J., Villarrubia G.","Agent-based tool to reduce the maintenance cost of energy distribution networks",2018,3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031911780&doi=10.1007%2fs10115-017-1120-7&partnerID=40&md5=c574415e0b736b569a36dd8552fadc35","Horizon 2020 Framework Programme

European Commission

European Social Fund","Final"
"Ivorra B.","Application of the Laminar Navier–Stokes Equations for Solving 2D and 3D Pathfinding Problems with Static and Dynamic Spatial Constraints: Implementation and Validation in Comsol Multiphysics",2018,3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021699255&doi=10.1007%2fs10915-017-0489-5&partnerID=40&md5=64745a870586a49b49c88c631de2f19c","Universidad Complutense de Madrid

Ministerio de Economía y Competitividad

European Regional Development Fund

Junta de Andalucía","Final"
"Ponce de León H., Nardelli L., Carmona J., vanden Broucke S.K.L.M.","Incorporating negative information to process discovery of complex systems",2018,3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029528097&doi=10.1016%2fj.ins.2017.09.027&partnerID=40&md5=f8d00eb522dc8bb0ef03f3ded96cf69b","European Commission

Academy of Finland

Ministerio de Economía y Competitividad

European Regional Development Fund","Final"
"Ramos-López D., Masegosa A.R., Martínez A.M., Salmerón A., Nielsen T.D., Langseth H., Madsen A.L.","MAP inference in dynamic hybrid Bayesian networks",2017,3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048550257&doi=10.1007%2fs13748-017-0115-7&partnerID=40&md5=54497339a7b48b424844dbb655f9ffef","Seventh Framework Programme","Final"
"Rodríguez-Lorenzo E., Cordero P., Enciso M., Mora Á.","Canonical dichotomous direct bases",2017,3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84993921341&doi=10.1016%2fj.ins.2016.10.004&partnerID=40&md5=e454f89cc30114b3625037a141d9c7b1","European Regional Development Fund","Final"
"Schedl M., Yang Y.-H., Herrera-Boyer P.","Introduction to intelligent music systems and applications",2016,3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84993970476&doi=10.1145%2f2991468&partnerID=40&md5=0e0bd532d3f05e718c38dee1b58e5a03","European Commission

Austrian Science Fund

Ministry of Science and Technology, Taiwan","Final"
"Delgado M., Marín N., Pérez Y., Amparo Vila M.","Bipolar queries on fuzzy univalued and multivalued attributes in object databases",2016,3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928040964&doi=10.1016%2fj.fss.2015.04.003&partnerID=40&md5=41008cf86dda5d23c5de52e16e759c28","European Regional Development Fund

Junta de Andalucía","Final"
"Hernández-Vela A., Sclaroff S., Escalera S.","Poselet-Based Contextual Rescoring for Human Pose Estimation via Pictorial Structures",2016,3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948977854&doi=10.1007%2fs11263-015-0869-y&partnerID=40&md5=fe1686138ac15ed4281143e7dd428cae","National Science Foundation","Final"
"Vállez N., Deniz O., Bueno G.","Sample selection for training cascade detectors",2015,3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941312556&doi=10.1371%2fjournal.pone.0133059&partnerID=40&md5=3d9bc9504f516257be078074f2e224d5","Horizon 2020 Framework Programme","Final"
"Lledó L.D., Badesa F.J., Almonacid M., Cano-Izquierdo J.M., Sabater-Navarro J.M., Fernández E., Garcia-Aracil N.","Supervised and dynamic neuro-fuzzy systems to classify physiological responses in robot-assisted neurorehabilitation",2015,3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930653622&doi=10.1371%2fjournal.pone.0127777&partnerID=40&md5=41fa31ba8ed54440d09ee8349b6e0ff6","Horizon 2020 Framework Programme","Final"
"Marques I., Graña M., Kamińska-Chuchmała A., Apolloni B.","An experiment of subconscious intelligent social computing on household appliances",2015,3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952629652&doi=10.1016%2fj.neucom.2014.08.103&partnerID=40&md5=0b184f479d7ba9374761dae5e4b8b85b","Seventh Framework Programme

European Commission

Eusko Jaurlaritza","Final"
"Agostini A., Torras C., Wörgötter F.","Learning weakly correlated cause-effects for gardening with a cognitive system",2014,3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908170492&doi=10.1016%2fj.engappai.2014.07.017&partnerID=40&md5=7a382933a244f604c321ff412ee05e9c","Seventh Framework Programme","Final"
"Basterretxea K., Martínez M.V., Del Campo I., Echanobe J.","A fault tolerant single-chip intelligent agent with feature extraction capability",2014,3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902660759&doi=10.1016%2fj.asoc.2014.05.022&partnerID=40&md5=f041fdf586a32afe75089d34164c6fb5","Eusko Jaurlaritza

Ministerio de Ciencia e Innovación

European Regional Development Fund","Final"
"Gámez A., Serrano M., Gallego D., Vilas A., Pérez B.","New and potential strategies for the treatment of PMM2-CDG",2020,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088661310&doi=10.1016%2fj.bbagen.2020.129686&partnerID=40&md5=36d56a00ae4858c52fb97740f6c1eec6","Generalitat de Catalunya

European Regional Development Fund","Final"
"Llamazares B.","On the Relationship between the Crescent Method and SUOWA Operators",2020,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094831425&doi=10.1109%2fTFUZZ.2019.2934937&partnerID=40&md5=97694c7276694e9c86c7d361a374c164","Ministerio de Economía y Competitividad

European Regional Development Fund","Final"
"Calvanese Strinati E., Barbarossa S., Choi T., Pietrabissa A., Giuseppi A., De Santis E., Vidal J., Becvar Z., Haustein T., Cassiau N., Costanzo F., Kim J., Kim I.","6G in the sky: On-demand intelligence at the edge of 3D networks (Invited paper)",2020,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092892314&doi=10.4218%2fetrij.2020-0205&partnerID=40&md5=b043c85ceb285b91a221f7ac859f7b6b","Grantová Agentura České Republiky

Horizon 2020

Institute for Information and Communications Technology Promotion

Ministry of Science and ICT, South Korea","Final"
"Tahvili S., Hatvani L., Ramentol E., Pimentel R., Afzal W., Herrera F.","A novel methodology to classify test cases using natural language processing and imbalanced learning",2020,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089416670&doi=10.1016%2fj.engappai.2020.103878&partnerID=40&md5=a4f298102ad1f065e676a33f25599c97","Horizon 2020 Framework Programme

VINNOVA

Horizon 2020","Final"
"Romeira B., Figueiredo J.M.L., Javaloyes J.","NanoLEDs for energy-efficient and gigahertz-speed spike-based sub-λ neuromorphic nanophotonic computing",2020,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089133856&doi=10.1515%2fnanoph-2020-0177&partnerID=40&md5=023450ab26be05cd530afac16f3cc182","European Commission","Final"
"Jaouedi N., Perales F.J., Buades J.M., Boujnah N., Bouhlel M.S.","Prediction of human activities based on a new structure of skeleton features and deep learning model",2020,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090025667&doi=10.3390%2fs20174944&partnerID=40&md5=3dcb81dfc05fb91cbe83a7ec1dc92b64","European Commission

Ministerio de EconomÃ­a y Competitividad

Ministerio de Economía, Industria y Competitividad, Gobierno de España","Final"
"Yürüşen N.Y., Rowley P.N., Watson S.J., Melero J.J.","Automated wind turbine maintenance scheduling",2020,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082866772&doi=10.1016%2fj.ress.2020.106965&partnerID=40&md5=1f668cb3be4f75e2609a0fdc8968833a","Horizon 2020 Framework Programme

Horizon 2020","Final"
"Calderita L.V., Vega A., Barroso-Ramírez S., Bustos P., Núñez P.","Designing a cyber-physical system for ambient assisted living: A use-case analysis for social robot navigation in caregiving centers",2020,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088228725&doi=10.3390%2fs20144005&partnerID=40&md5=ef9c56b4ff6452f0ed2a738366482478","Interreg

European Regional Development Fund","Final"
"Campos J.R.P., Otero P.G., Loinaz I.A.","Measuring diachronic language distance using perplexity: Application to English, Portuguese, and Spanish",2020,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069710149&doi=10.1017%2fS1351324919000378&partnerID=40&md5=e2bc247cb2d34c66d775f1bd0d034d89","European Regional Development Fund","Final"
"Urman J.M., Herranz J.M., Uriarte I., Rullán M., Oyón D., González B., Fernandez-Urién I., Carrascosa J., Bolado F., Zabalza L., Arechederra M., Alvarez-Sola G., Colyn L., Latasa M.U., Puchades-Carrasco L., Pineda-Lucena A., Iraburu M.J., Iruarrizaga-Lejarreta M., Alonso C., Sangro B., Purroy A., Gil I., Carmona L., Cubero F.J., Martínez-Chantar M.L., Banales J.M., Romero M.R., Macias R.I.R., Monte M.J., Marín J.J.G., Vila J.J., Corrales F.J., Berasain C., Fernández-Barrena M.G., Avila M.A.","Pilot multi-omic analysis of human bile from benign and malignant biliary strictures: A machine-learning approach",2020,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087851275&doi=10.3390%2fcancers12061644&partnerID=40&md5=6f3b5ede91b7c5300cb7059ac57d2b80","Fundación BBVA

PSC Partners Seeking a Cure

Fundación Científica Asociación Española Contra el Cáncer

Generalitat Valenciana

Instituto de Salud Carlos III

Horizon 2020

European Regional Development Fund

Berrikuntza + Ikerketa + Osasuna Eusko Fundazioa

Fundación Bancaria Caixa d'Estalvis i Pensions de Barcelona","Final"
"Salhaoui M., Molina-Molina J.C., Guerrero-González A., Arioua M., Ortiz F.J.","Autonomous underwater monitoring system for detecting life on the seabed by means of computer vision cloud services",2020,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086989174&doi=10.3390%2frs12121981&partnerID=40&md5=1a61678a16fe68d36775b25079cec0e8","FundaciÃ³n SÃ©neca

European Regional Development Fund

Comunidad Autónoma de la Región de Murcia","Final"
"Martinez-Plumed F., Hernandez-Orallo J.","Dual Indicators to Analyze AI Benchmarks: Difficulty, Discrimination, Ability, and Generality",2020,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082172773&doi=10.1109%2fTG.2018.2883773&partnerID=40&md5=98ebc49013b528808a70348ee38275ec","Air Force Office of Scientific Research

European Commission

Canada Foundation for Innovation

Ministerio de Educación, Cultura y Deporte

Ministerio de Economía y Competitividad

Generalitat Valenciana

Universitat Politècnica de València

European Regional Development Fund

Instituto Nacional de Ciberseguridad","Final"
"Cecilia J.M., García J.M.","Re-engineering the ant colony optimization for CMP architectures",2020,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065228163&doi=10.1007%2fs11227-019-02869-8&partnerID=40&md5=238c78cda11bd768f1347e2b3b1ec98e","Ministerio de Ciencia, Innovación y Universidades

Universidad de Murcia

European Regional Development Fund

Agencia Estatal de Investigación","Final"
"Fanelli E., Aguzzi J., Marini S., Del Rio J., Nogueras M., Canese S., Stefanni S., Danovaro R., Conversano F.","Towards naples ecological research for augmented observatories (NEREA): The NEREA-fix module, a stand-alone platform for long-term deep-sea ecosystem monitoring",2020,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085273587&doi=10.3390%2fs20102911&partnerID=40&md5=f6a06679946172814d14622593b5874d","European Commission","Final"
"Kubick N., Pajares M., Enache I., Manda G., Mickael M.-E.","Repurposing zileuton as a depression drug using an AI and in vitro approach",2020,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084388161&doi=10.3390%2fmolecules25092155&partnerID=40&md5=19aa299091ce9809204ae98b38719b7b","European Regional Development Fund","Final"
"Consilvio A., Solís-Hernández J., Jiménez-Redondo N., Sanetti P., Papa F., Mingolarra-Garaizar I.","On applying machine learning and simulative approaches to railway asset management: The earthworks and track circuits case studies",2020,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082860003&doi=10.3390%2fsu12062544&partnerID=40&md5=e047470320e0ab5c46117f8b1feccecb","European Commission","Final"
"Martínez A., Pujol F.A., Mora H.","Application of texture descriptors to facial emotion recognition in infants",2020,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081277345&doi=10.3390%2fapp10031115&partnerID=40&md5=faa451ce49b3713b0e29bd06a13f7ede","European Regional Development Fund

Agencia Estatal de Investigación","Final"
"Salas-Molina F., Rodriguez-Aguilar J.A., Pla-Santamaria D.","A stochastic goal programming model to derive stable cash management policies",2020,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064356579&doi=10.1007%2fs10898-019-00770-5&partnerID=40&md5=6aeabf1a34b378c3f0bfe9b1278c3329","Horizon 2020 Framework Programme

Generalitat de Catalunya","Final"
"Calderon-Gomez H., Mendoza-Pitti L., Vargas-Lombardo M., Gomez-Pulido J.M., Castillo-Sequera J.L., Sanz-Moreno J., Sencion G.","Telemonitoring System for Infectious Disease Prediction in Elderly People Based on a Novel Microservice Architecture",2020,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089557947&doi=10.1109%2fACCESS.2020.3005638&partnerID=40&md5=036539ea5677e57be6e1e7a8c960ba9e","Seventh Framework Programme

Ministerio de Ciencia, Innovación y Universidades

European Commission","Final"
"Rodríguez-García J.D., Moreno-León J., Román-González M., Robles G.","LearningML: A tool to foster computational thinking skills through practical artificial intelligence projects",2020,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085603174&doi=10.6018%2fRED.410121&partnerID=40&md5=8629359de325467d947de6634fd4b859","European Regional Development Fund","Final"
"Zhai Z., Ortega J.-F.M., Beltran V., Martínez N.L.","An associated representation method for defining agricultural cases in a case-based reasoning system for fast case retrieval",2019,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075497920&doi=10.3390%2fs19235118&partnerID=40&md5=d938a2b82df05a5a42ccd9864a75be2e","Horizon 2020 Framework Programme

China Scholarship Council","Final"
"Altalhi A.H., Forcén J.I., Pagola M., Barrenechea E., Bustince H., Takáč Z.","Moderate deviation and restricted equivalence functions for measuring similarity between data",2019,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066790282&doi=10.1016%2fj.ins.2019.05.078&partnerID=40&md5=67b679690092335138a898f0d4d322fe","Albert Ellis Institute

Vedecká Grantová Agentúra MŠVVaŠ SR a SAV

Ministerio de Ciencia y Tecnología

European Regional Development Fund

Agencia Estatal de Investigación

University of the East","Final"
"Telle J.A., Hernández-Orallo J., Ferri C.","The teaching size: computable teachers and learners for universal languages",2019,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068858029&doi=10.1007%2fs10994-019-05821-2&partnerID=40&md5=88b0f0e94bb1115c1161e234b300e881","European Commission

Ministerio de EconomÃ­a y Competitividad

Generalitat Valenciana

Universitetet i Bergen

European Regional Development Fund","Final"
"Rego A., Sendra S., Garcia L., Lloret J.","Adapting reinforcement learning for multimedia transmission on SDN",2019,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066030199&doi=10.1002%2fett.3643&partnerID=40&md5=11e08720416bec2a60f005f19ff2ecb3","European Commission

Ministerio de Economía y Competitividad","Final"
"Bolón-Canedo V., Sechidis K., Sánchez-Maroño N., Alonso-Betanzos A., Brown G.","Insights into distributed feature ranking",2019,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054059910&doi=10.1016%2fj.ins.2018.09.045&partnerID=40&md5=f450a7c9a2b2b77fe8e589e07a39e75b","European Commission

Ministerio de Economía y Competitividad

European Regional Development Fund

Xunta de Galicia","Final"
"Fuster-Parra P., Martín J., Miñana J.-J., Valero O.","A study on the relationship between relaxed metrics and indistinguishability operators",2019,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057967962&doi=10.1007%2fs00500-018-03675-9&partnerID=40&md5=49e9799021b48ead415e69fcce141eea","European Commission

Ministerio de Economía y Competitividad

European Regional Development Fund

Agencia Estatal de Investigación","Final"
"Amador-Domínguez E., Serrano E., Manrique D., De Paz J.F.","Prediction and decision-making in intelligent environments supported by knowledge graphs, a systematic review",2019,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065288465&doi=10.3390%2fs19081774&partnerID=40&md5=3e00979b9cd31e4c6b2ad041d6c8096f","Albert Ellis Institute

Federación Española de Enfermedades Raras

Universidad Politécnica de Madrid

European Regional Development Fund

Ministerio de Economía, Industria y Competitividad, Gobierno de España

Agencia Estatal de Investigación","Final"
"Almatarneh S., Gamallo P.","Comparing supervised machine learning strategies and linguistic features to search for very negative opinions",2019,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059540321&doi=10.3390%2finfo10010016&partnerID=40&md5=dfdde746b9b1f7337ca49884bb36c344","Ministerio de Economía y Competitividad

Consellería de Cultura, Educación e Ordenación Universitaria, Xunta de Galicia

European Regional Development Fund","Final"
"Túñez-López M., Toural-Bran C., Valdiviezo Abad C.","Automation, bots and algorithms in newsmaking. Impact and quality of artificial journalism",2019,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099557933&doi=10.4185%2fRLCS-2019-1391en&partnerID=40&md5=934368b026500d78f60b63b4f33b9607","Ministerio de Ciencia, Innovación y Universidades

European Regional Development Fund

Agencia Estatal de Investigación","Final"
"Hors-Fraile S., De Vries H., Malwade S., Luna-Perejon F., Amaya C., Civit A., Schneider F., Bamidis P., Syed-Abdul S., Li Y.-C.","Opening the Black Box: Explaining the Process of Basing a Health Recommender System on the I-Change Behavioral Change Model",2019,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076967280&doi=10.1109%2fACCESS.2019.2957696&partnerID=40&md5=32b7e98b9be74d1ec92c096ed7741589","Fulbright Foundation in Greece

Horizon 2020 Framework Programme

Universiteit Maastricht

Ministry of Science and Technology, Taiwan

Taipei Medical University

Aristotle University of Thessaloniki","Final"
"Calvo P.","Bioethics of Things: On the algorithmization of moral deliberation in clinical practice [Bioética de las Cosas: Sobre la algoritmización de la deliberación moral en la práctica clínica]",2019,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074937275&doi=10.4013%2ffsu.2019.202.05&partnerID=40&md5=9ce1c9a5b41978a5f527be065ea62f7b","Total

European Commission","Final"
"Francisco Figueroa-Perez J., Leyva-Lopez J.C., Santillan L.C., Pérez Contreras E.O., Sánchez P.J.","The use of marketing decision support systems for new product design: A review",2019,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073287373&doi=10.2991%2fijcis.d.190624.001&partnerID=40&md5=a0b9e13b27019271e780bec639358b0d","Consejo Nacional de Ciencia y Tecnología

European Regional Development Fund

Consejo Nacional de Ciencia y TecnologÃ­a, Paraguay","Final"
"Denaux R., Gomez-Perez J.M.","Vecsigrafo: Corpus-based word-concept embeddings",2019,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072398040&doi=10.3233%2fSW-180361&partnerID=40&md5=b07dd887d40e1c98745603b3382444c1","European Metrology Programme for Innovation and Research

Centre for Industrial Technological Development","Final"
"Morales F.J., Reyes A., Caceres N., Romero L., Benitez F.G.","Automatic Prediction of Maintenance Intervention Types in Roads using Machine Learning and Historical Records",2018,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052575203&doi=10.1177%2f0361198118790624&partnerID=40&md5=092f3c262eb63db9023550785c1c6fcc","Horizon 2020 Framework Programme

","Final"
"Torres M., Pelta D.A., Verdegay J.L.","PRoA: An intelligent multi-criteria Personalized Route Assistant",2018,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045475454&doi=10.1016%2fj.engappai.2018.03.016&partnerID=40&md5=2ec47663de848afd94044eb9a7cc03f6","Consejería de Economía, Conocimiento, Empresas y Universidad, Junta de Andalucía

European Commission

Federación Española de Enfermedades Raras

Ministerio de Economía y Competitividad

European Social Fund

European Regional Development Fund","Final"
"Bistaffa F., Farinelli A.","A COP model for graph-constrained coalition formation",2018,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048055737&doi=10.1613%2fjair.1.11205&partnerID=40&md5=9fd7dffa19b036b6087965a579c13cdc","Horizon 2020 Framework Programme","Final"
"Rovatsos M., Gromann D., Bella G.","The taboo challenge competition",2018,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051050867&doi=10.1609%2faimag.v39i1.2779&partnerID=40&md5=0299e0ca3f8e8251cdba8b9923ffd2c9","Seventh Framework Programme","Final"
"de Campos L.M., Fernández-Luna J.M., Huete J.F.","On the selection of the correct number of terms for profile construction: Theoretical and empirical analysis",2018,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034956209&doi=10.1016%2fj.ins.2017.11.034&partnerID=40&md5=c30871efd04539712bc4364500b4f58e","European Regional Development Fund","Final"
"Besold T.R., Kühnberger K.-U., Plaza E.","Towards a computational- and algorithmic-level account of concept blending using analogies and amalgams",2017,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032799545&doi=10.1080%2f09540091.2017.1326463&partnerID=40&md5=3397fd49c3a42b4d6a2892059aa90e6c","Seventh Framework Programme","Final"
"Rodríguez-Lorenzo E., Cordero P., Enciso M., Missaoui R., Mora Á.","An Axiomatic System for Conditional Attribute Implications in Triadic Concept Analysis",2017,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013296219&doi=10.1002%2fint.21888&partnerID=40&md5=d38fdbfd1f8d01efbb5fe8e4cd9ac979","Natural Sciences and Engineering Research Council of Canada

Ministerio de Ciencia e Innovación

European Regional Development Fund","Final"
"Calvet L., Lopeman M., De Armas J., Franco G., Juan A.A.","Statistical and machine learning approaches for the minimization of trigger errors in parametric earthquake catastrophe bonds",2017,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039442097&doi=10.2436%2f20.8080.02.64&partnerID=40&md5=c41dca60b7cf6cfbc944219eeb4b481d","Federación Española de Enfermedades Raras

European Regional Development Fund

Erasmus+","Final"
"Betanzos M., Costa-jussà M.R., Belanche L.","Tradares: A Tool for the Automatic Evaluation of Human Translation Quality within a MOOC Environment",2017,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019223968&doi=10.1080%2f08839514.2017.1317154&partnerID=40&md5=c460c475879b7769f960fb6e291992f9","Marie Curie

European Commission

Ministerio de Economía y Competitividad

European Regional Development Fund","Final"
"Ramos C., Martinho D., Marreiros G., Villarrubia G., De Paz J.F., Corchado J.M., Ko H., Kim H.-K., Yoe H.","Ekrucami architecture-applications in healthcare domain",2017,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030174343&doi=10.3233%2f978-1-61499-804-4-140&partnerID=40&md5=7a6ce3674ec2fc9aa758be02717cc4fd","Seventh Framework Programme

FP7 People: Marie-Curie Actions

Research Executive Agency

Ministry of Science, ICT and Future Planning

National Research Foundation of Korea","Final"
"Faia R., Pinto T., Vale Z., Corchado J.M.","An Ad-Hoc initial solution heuristic for metaheuristic optimization of energy market participation portfolios",2017,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025163728&doi=10.3390%2fen10070883&partnerID=40&md5=6a851d7de6d0a0a5609f00e672a3ab1f","Horizon 2020 Framework Programme","Final"
"Chamoso P., De Paz J.F., De La Prieta F., Bajo Pérez J.","Agreement technologies applied to transmission towers maintenance",2017,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016440558&doi=10.3233%2fAIC-170726&partnerID=40&md5=2d416f25a694fddc9918e11b5f832555","Horizon 2020 Framework Programme","Final"
"Sun T., Barrio R., Jiang H., Cheng L.","Local Linear Convergence of a Primal-Dual Algorithm for the Augmented Convex Models",2016,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973617028&doi=10.1007%2fs10915-016-0235-4&partnerID=40&md5=5f5be2e12ee79001e75396acd3763a19","National Natural Science Foundation of China

European Social Fund

Universidad de Zaragoza

National University of Defense Technology","Final"
"Confalonieri R., Yee-King M., Hazelden K., D'Inverno M., De Jonge D., Osman N., Sierra C., Agmoud L., Prade H.","Engineering multiuser museum interactives for shared cultural experiences",2015,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946063334&doi=10.1016%2fj.engappai.2015.08.013&partnerID=40&md5=8660d97f6a1d382135890ba826b41746","Seventh Framework Programme

European Commission

Ministerio de Economía y Competitividad","Final"
"Rubio-Largo Á., Vega-Rodríguez M.A., González-Álvarez D.L.","Performance assessment of multiobjective approaches in optical Traffic Grooming",2014,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899126549&doi=10.1016%2fj.jnca.2014.01.012&partnerID=40&md5=f2555a44c3649e88a278eee5792778c7","National Science Foundation

Nippon Telegraph and Telephone

European Regional Development Fund","Final"
"de Mántaras Badia R.L.","Computational creativity [Creatividad computacional]",2013,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893451066&doi=10.3989%2farbor.2013.764n6005&partnerID=40&md5=dacda858035a98ab7c95e574e921416a","Seventh Framework Programme","Final"
"González-Álvarez D.L., Vega-Rodríguez M.A.","Analysing the scalability of multiobjective evolutionary algorithms when solving the motif discovery problem",2013,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885422948&doi=10.1007%2fs10898-013-0069-7&partnerID=40&md5=c22faf10e16223d20c118c567a8ce192","Ministerio de Economía y Competitividad

European Regional Development Fund","Final"
"De Baets B., De Meyer H., Fernández Sánchez J., Úbeda-Flores M.","On the existence of a trivariate copula with given values of a trivariate quasi-copula at several points",2013,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880924827&doi=10.1016%2fj.fss.2012.07.006&partnerID=40&md5=9c044f6d7c7e4de03da666e681d557f8","Ministerio de Ciencia e Innovación

European Regional Development Fund

Consejería de Conocimiento, Investigación y Universidad, Junta de Andalucía","Final"
"Soria-Comas J., Domingo-Ferrer J.","Sensitivity-independent differential privacy via prior knowledge refinement",2012,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870935528&doi=10.1142%2fS0218488512400272&partnerID=40&md5=d8e5426f26ca80ee2803df58f50aabbc","Generalitat de Catalunya

Seventh Framework Programme","Final"
"Garcia-Gasulla D., Poch M., Nieves J.C., Cortés U., Turon C.","A logic-based environmental decision support system for the management of horizontal subsurface constructed wetlands",2012,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864040809&doi=10.1016%2fj.ecoleng.2012.06.010&partnerID=40&md5=95398c31d5988b800d1deb6be88de568","Seventh Framework Programme

European Commission","Final"
"Pastor-Sanz L., Vera-Munoz C., Fico G., Arredondo M.T.","Clinical validation of a wearable system for emotional recognition based on biosignals",2008,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-53749092972&doi=10.1258%2fjtt.2008.003017&partnerID=40&md5=8fdf9cd902bf5c99b260d4b1cf11d072","European Commission","Final"
"Cardeñosa J.","VALID: An environment for validation of KBS",1995,2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029341192&doi=10.1016%2f0957-4174%2894%29E0023-N&partnerID=40&md5=e08ad8f54857436c8e9b5ad25bd1a325","European Commission","Final"
